APPL_ID,SITE_ID,CLNT_NAME,FREQ,FREQ_PAIR,BWIDTH,EQ_MDL,STN_NAME,STN_ADDR,SID_LONG,SID_LAT,CIRCUIT_LEN,LAT_DEG,LAT_MIN,LAT_SEC,LAT_DIR_IND,LONG_DEG,LONG_MIN,LONG_SEC,LONG_DIR_IND,CURR_LIC_NUM,APPL_DATE,TO_APPL_ID,MASA_LAKU,STASIUN_LAWAN,TO_LAT_DEG,TO_LAT_MIN,TO_LAT_SEC,TO_LAT_DIR_IND,TO_LONG_DEG,TO_LONG_MIN,TO_LONG_SEC,TO_LONG_DIR_IND
2.19E+12,1,"XLSMART TELECOM SEJAHTERA, PT.",10995,11525,40000,CERAGON - FIBERAIR 1P-20C (11 GHZ),SSG_0650-NPDG_0035_RAYA PADANG LUA - PADANG LUA,"JL. RAYA PADANG LUA JORONG, KEL. PADANG LUA, KEC. NAGARI PADANG LUA, KAB. AGAM PADANG",100.3817667,-0.33808056,7.21,0,20,17.09,S,100,22,54.36,E,02315772-000SU/2620202025,5-Aug-20,2.19E+12,4-Aug-26,SSG_0657-NPDG_0041_KAYU NAN ROMPOK - PADANG PANJANG 1,0,23,42.03,S,100,24,47.93,E
2.19E+12,1,"XLSMART TELECOM SEJAHTERA, PT.",10915,11445,40000,CERAGON - FIBERAIR 1P-20C (11 GHZ),SSG_0650-NPDG_0035_RAYA PADANG LUA - PADANG LUA,"JL. RAYA PADANG LUA JORONG, KEL. PADANG LUA, KEC. NAGARI PADANG LUA, KAB. AGAM PADANG",100.3817667,-0.33808056,7.21,0,20,17.09,S,100,22,54.36,E,02315774-000SU/2620202025,5-Aug-20,2.19E+12,4-Aug-26,SSG_0657-NPDG_0041_KAYU NAN ROMPOK - PADANG PANJANG 1,0,23,42.03,S,100,24,47.93,E
2.34E+12,2,"XLSMART TELECOM SEJAHTERA, PT.",12905,13171,28000,FIBEAIR IP-20C (13GHZ),Infill_NS363-NPDG_0149-KAMPUNG NAN LIMO,"Kampuang Nan Limo Nagari Putiah Kec. Banuhampu Kab. Agam, BANUHAMPU",100.4009972,-0.33207778,4.04,0,19,55.48,S,100,24,3.59,E,02430319-000SU/2620212026,8-Mar-21,2.34E+12,8-Mar-26,SSG_0609-NPDG_0006-BUKIT TINGGI KOTA,0,18,10.48,S,100,22,44.94,E
2.34E+12,2,"XLSMART TELECOM SEJAHTERA, PT.",12933,13199,28000,FIBEAIR IP-20C (13GHZ),Infill_NS363-NPDG_0149-KAMPUNG NAN LIMO,"Kampuang Nan Limo Nagari Putiah Kec. Banuhampu Kab. Agam, BANUHAMPU",100.4009972,-0.33207778,4.04,0,19,55.48,S,100,24,3.59,E,02430317-000SU/2620212026,8-Mar-21,2.34E+12,8-Mar-26,SSG_0609-NPDG_0006-BUKIT TINGGI KOTA,0,18,10.48,S,100,22,44.94,E
2.07E+12,2,"INDOSAT TBK, PT.",14725,15215,28000,15G_XMC2_128Q_28M_157M,030704_KAMPUANG NAN LIMO,"KAMPUANG NAN LIMO NAGARI KUBANG PUTIAH KEC. BANUHAMPU, AGAM",100.4008056,-0.33208333,4.32,0,19,55.5,S,100,24,2.9,E,02166574-000SU/2620192024,28-Oct-21,2.07E+12,22-Oct-26,030782_SITAPUANG,0,19,7.1,S,100,26,14.03,E
2.91E+12,2,"INDOSAT TBK, PT.",22015,23023,14000,ZTE ZXMW SRU2 23G,08LBB004_PADANG_LUAR,JORONG PARIT LINTANG DESA LADANG LAWEH NAGARI LADANG LAWEH KAB. AGAM,100.3909167,-0.343,1.232,0,20,34.8,S,100,23,27.3,E,02758302-000SU/2620232028,8-Sep-23,2.91E+12,3-Oct-26,BSM CMFO BUKIT TINGGI,0,20,10,S,100,22,56,E
2.97E+12,1,"INDOSAT TBK, PT.",23086,22078,28000,ALCATEL-LUCENT 9500 MPR,032085_032085_PERTOKOAN_PADANG_LUAR_3G,"Jorong cingkariang, Nagari cingkariang, Kec.Banuhampu Kab.Agam Prop. Sumatera BaratNagari CingkariangKecamatan Banuhampu",100.3860278,-0.35355556,1.255,0,21,12.8,S,100,23,9.7,E,02823728-000SU/2620242029,31-Jan-24,2.97E+12,6-Feb-26,030780_PADANG_LUAR,0,20,35.6,S,100,23,26.5,E
2.97E+12,2,"INDOSAT TBK, PT.",22078,23086,28000,ALCATEL-LUCENT 9500 MPR,030780_PADANG_LUAR,"Jl. Parit Lintang Nagari Ladang Laweh, Kec. Banuhampu, Agam",100.3906944,-0.34322222,1.255,0,20,35.6,S,100,23,26.5,E,02823729-000SU/2620242029,31-Jan-24,2.97E+12,6-Feb-26,032085_032085_PERTOKOAN_PADANG_LUAR_3G,0,21,12.8,S,100,23,9.7,E
2.05E+12,2,"INDOSAT TBK, PT.",14585,15075,28000,15G_XMC2_128Q_28M_157M,030704_KAMPUANG NAN LIMO,"Jalan Lintas Canduang-Koto Baru, Pasia, Agam, Sumatera Barat, Sumatera, 26191, Indonesia",100.4009375,-0.3320625,4.316,0,19,55.425,S,100,24,3.375,E,02917854-000SU/2620242029,17-Sep-24,2.05E+12,19-Sep-26,030782_SITAPUANG,0,19,6.825,S,100,26,14.325,E
2.02E+12,2,"XLSMART TELECOM SEJAHTERA, PT.",22050,,28000,IPASOLINK400_23GHZ,3253316G Padang Luar,"Ladang Laweh, Kec. Banuhampu, Kab. Agam, Sumatera Barat",100.3810625,-0.3366875,1.956,0,20,12.075,S,100,22,51.825,E,02880675-000SU/2620242025,12-Sep-25,2.02E+12,14-Jul-26,3252700G MANGGIS/GANTING KOTA BUKITTINGGI,0,19,9.525,S,100,22,42.375,E
2.02E+12,2,"XLSMART TELECOM SEJAHTERA, PT.",22106,,28000,IPASOLINK400_23GHZ,3316 PADANG LUAR,"Ladang Laweh, Kec. Banuhampu, Kab. Agam, Sumatera Barat",100.3810625,-0.3366875,1.956,0,20,12.075,S,100,22,51.825,E,02880569-000SU/2620242025,12-Sep-25,2.02E+12,14-Jul-26,3252700G MANGGIS/GANTING KOTA BUKITTINGGI,0,19,9.525,S,100,22,42.375,E
2.08E+12,2,"INDOSAT TBK, PT.",22162,,28000,Huawei RTN XMC 23G-3 23 GHz,03LBU0056-PADANG_LUAR_EP,"Jl. Nan Tujuah, Ladang Laweh, Kec. Banuhampu, Kabupaten Agam, Sumatera Barat 26181",100.3908111,-0.34331389,1.263,0,20,35.93,S,100,23,26.92,E,02961330-000SU/2620252030,14-Apr-25,2.08E+12,20-Apr-26,03LBU0052-PERTOKOAN_PADANG_LUAR_TB,0,21,13.275,S,100,23,9.825,E
2.89E+12,1,"INDOSAT TBK, PT.",14697,,28000,Huawei RTN XMC 15G-3 15 GHz,03LBU0044_JAMBU_AIR_EP,"Bukittinggi, Taluak Ampek Suku, Kec. Banuhampu, Kabupaten Agam, Sumatera Barat 26181",100.3790639,-0.32493889,3.309,0,19,29.78,S,100,22,44.63,E,02740065-000SU/2620232028,15-Aug-25,2.89E+12,10-Aug-26,03LBU0037_GUGUK_RANDAH_TB,0,20,25.125,S,100,21,12.825,E
2.12E+12,2,"INDOSAT TBK, PT.",10795,,40000,Huawei RTN XMC 11G-3 11 GHz,03LBU0054-TALUAK_KUBANG_PUTIH_TB,"JL.TALUAK NO.34, JORONG TELUK, NAGARI TALUAK IV, KEC.BANUHAMPU, KAB.AGAM",100.3894361,-0.32906389,4.97,0,19,44.63,S,100,23,21.97,E,03032216-000SU/2620252030,20-Oct-25,2.12E+12,26-Oct-26,03LBU0117-BUKIK_BATABUAH,0,19,49.575,S,100,26,2.625,E
2.06E+12,1,"INDOSAT TBK, PT.",22246,23254,28000,23G_XMC2_256Q_28M_183M,032430_SIMPANG TALUAK,JL RAYA JAMBU AIR  AGAM  SUMATERA BARAT,100.3860611,-0.32656389,0.466,0,19,35.63,S,100,23,9.82,E,02934188-000SU/2620242029,7-Nov-24,2.06E+12,13-Nov-26,032043_TALUAK_KUBANG_PUTIH_3G,0,19,44.63,S,100,23,21.97,E
2.08E+12,1,"INDOSAT TBK, PT.",23366,,28000,Huawei RTN XMC 23G-3 23 GHz,03LBU0052-PERTOKOAN_PADANG_LUAR_TB,"Jalan Padang Panjang - Bukittinggi, Ladang Laweh, Agam, Sumatera Barat, Sumatera, 26132, Indonesia",100.3860625,-0.3536875,1.263,0,21,13.275,S,100,23,9.825,E,02961279-000SU/2620252030,14-Apr-25,2.08E+12,20-Apr-26,03LBU0056-PADANG_LUAR_EP,0,20,35.93,S,100,23,26.92,E
2.08E+12,1,"INDOSAT TBK, PT.",23170,,28000,Huawei RTN XMC 23G-3 23 GHz,03LBU0052-PERTOKOAN_PADANG_LUAR_TB,"Jalan Padang Panjang - Bukittinggi, Ladang Laweh, Agam, Sumatera Barat, Sumatera, 26132, Indonesia",100.3860625,-0.3536875,1.263,0,21,13.275,S,100,23,9.825,E,02961329-000SU/2620252030,14-Apr-25,2.08E+12,20-Apr-26,03LBU0056-PADANG_LUAR_EP,0,20,35.93,S,100,23,26.92,E
2.98E+12,2,"INDOSAT TBK, PT.",22078,,28000,Huawei RTN XMC 23G-3 23 GHz,03LBU0056-PADANG_LUAR_EP,"Jalan Padang Panjang - Bukittinggi, Ladang Laweh, Agam, Sumatera Barat, Sumatera, 26132, Indonesia",100.3860625,-0.3536875,1.263,0,21,13.275,S,100,23,9.825,E,02836922-000SU/2620242029,31-Jul-25,2.98E+12,17-Mar-26,03LBU0052-PERTOKOAN_PADANG_LUAR_TB,0,20,35.93,S,100,23,26.92,E
2.88E+12,1,"INDOSAT TBK, PT.",14445,14935,28000,Huawei RTN XMC 15G-3 15 GHz,03LBU0044_JAMBU_AIR_EP,JL. RAYA JAMBU AIR NO. 66 NAGARI TALUAK IV SUKU KE,100.3791,-0.32501111,3.308,0,19,30.04,S,100,22,44.76,E,02733385-000SU/2620232028,30-Jul-24,2.88E+12,26-Jul-26,03LBU0037_GUGUK_RANDAH_TB,0,20,25.125,S,100,21,12.825,E
2.14E+12,1,"TELEKOMUNIKASI SELULAR, PT.",14613,15103,28000,MINI-LINK CN 210/CN510-15 GHZ,BKT039_BtTinggi 2,JL  PAKAN AMPEK PADANG LUAR KEL  LADANG LAWAS KEC BANUHAMPU AGAM,100.3880625,-0.3409375,2.841,0,20,27.375,S,100,23,17.025,E,,8-Nov-24,2.14E+12,2-Apr-26,LBB110_Limo Suku,0,20,48.075,S,100,24,46.575,E
2.06E+12,2,"INDOSAT TBK, PT.",23254,22246,28000,23G_XMC2_256Q_28M_183M,032043_TALUAK_KUBANG_PUTIH_3G,"JL.TALUAK NO.34, JORONG TELUK, NAGARI TALUAK IV, KEC.BANUHAMPU, KAB.AGAM",100.3894361,-0.32906389,0.466,0,19,44.63,S,100,23,21.97,E,02934189-000SU/2620242029,7-Nov-24,2.06E+12,13-Nov-26,032430_SIMPANG TALUAK,0,19,35.63,S,100,23,9.82,E
2.98E+12,1,"INDOSAT TBK, PT.",23086,,28000,Huawei RTN XMC 23G-3 23 GHz,03LBU0052-PERTOKOAN_PADANG_LUAR_TB,"Jl. Nan Tujuah, Ladang Laweh, Kec. Banuhampu, Kabupaten Agam, Sumatera Barat 26181",100.3908111,-0.34331389,1.263,0,20,35.93,S,100,23,26.92,E,02836921-000SU/2620242029,31-Jul-25,2.98E+12,17-Mar-26,03LBU0056-PADANG_LUAR_EP,0,21,13.275,S,100,23,9.825,E
2.28E+12,2,"INDOSAT TBK, PT.",14641,15131,28000,15G_XMC2_128Q_28M_157M,030704_KAMPUANG NAN LIMO,"KAMPUANG NAN LIMO NAGARI KUBANG PUTIAH KEC. BANUHAMPU, AGAM",100.4008056,-0.33208333,4.32,0,19,55.5,S,100,24,2.9,E,02396794-000SU/2620202025,1-Dec-20,2.28E+12,1-Dec-26,030782_SITAPUANG,0,19,7.11,S,100,26,14.04,E
2.08E+12,2,"INDOSAT TBK, PT.",22358,,28000,Huawei RTN XMC 23G-3 23 GHz,03LBU0056-PADANG_LUAR_EP,"Jl. Nan Tujuah, Ladang Laweh, Kec. Banuhampu, Kabupaten Agam, Sumatera Barat 26181",100.3908111,-0.34331389,1.263,0,20,35.93,S,100,23,26.92,E,02961280-000SU/2620252030,14-Apr-25,2.08E+12,20-Apr-26,03LBU0052-PERTOKOAN_PADANG_LUAR_TB,0,21,13.275,S,100,23,9.825,E
2.12E+12,2,"XLSMART TELECOM SEJAHTERA, PT.",23030,22022,28000,FIBEAIR IP-20C (23GHZ),NPDG_0149_KAMPUNG NAN LIMO,Jorong Koto Pinang Nagari Ujung Gading Kecamatan Lembah Melintang Kabupaten Pasaman,100.4009889,-0.33193889,1.81,0,19,54.98,S,100,24,3.56,E,02242843-000SU/2620202025,7-Feb-20,2.12E+12,6-Feb-26,NPDG_0095_BATU TABA,0,19,13.4,S,100,24,45,E
2.19E+12,1,"XLSMART TELECOM SEJAHTERA, PT.",11075,11605,40000,CERAGON - FIBERAIR 1P-20C (11 GHZ),SSG_0650-NPDG_0035_RAYA PADANG LUA - PADANG LUA,"JL. RAYA PADANG LUA JORONG, KEL. PADANG LUA, KEC. NAGARI PADANG LUA, KAB. AGAM PADANG",100.3817667,-0.33808056,7.21,0,20,17.09,S,100,22,54.36,E,02315770-000SU/2620202025,5-Aug-20,2.19E+12,4-Aug-26,SSG_0657-NPDG_0041_KAYU NAN ROMPOK - PADANG PANJANG 1,0,23,42.03,S,100,24,47.93,E
2.91E+12,1,"INDOSAT TBK, PT.",23023,22015,14000,ZTE ZXMW SRU2 23G,BSM CMFO BUKIT TINGGI,JL. BYPASS KM. 6 SIMPANG KETAPING UNAND KELURAHAN PASAR AMBACANG,100.3822222,-0.33611111,1.232,0,20,10,S,100,22,56,E,02758301-000SU/2620232028,8-Sep-23,2.91E+12,3-Oct-26,08LBB004_PADANG_LUAR,0,20,34.8,S,100,23,27.3,E
2.03E+12,1,TELEKOMUNIKASI INDONESIA TBK,14585,15075,28000,MINI-LINK CN 210/CN510-15 GHZ,LBB198_KOTO TINGGI,LBB198_KOTO TINGGI KECAMATAN BASO KAB AGAM SUMBAR,100.4746,-0.31565,2.15,0,18,56.34,S,100,28,28.56,E,01979429-000SU/2620172022,26-Jul-19,2.03E+12,23-Nov-26,LBB086_BUKITBULATBASO,0,19,52.3999992,S,100,29,9.62016,E
2.11E+12,2,"INDOSAT TBK, PT.",14613,15103,28000,15G_XMC2_128Q_28M_157M,030195_Baso,"Jl. Raya Bukit tinggi - payakumbuh,,Baso Jorong Baso nagari Tabek panjang, Kec. baso kab. Agam - Sumbar,Padang,Sumatra Barat",100.4636639,-0.28544444,3.37,0,17,7.6,S,100,27,49.19,E,02228472-000SU/2620192024,26-Dec-19,2.11E+12,26-Dec-26,030061_SD Impres - Parak Tanjung,0,17,24.47,S,100,26,1.43,E
2.07E+12,1,"INDOSAT TBK, PT.",22050,23058,28000,UBT T,032155_CS032155,"Jorong Sungai Sariak, Nagari Koto Tinggi, Kec. Baso, Kab. Agam",100.4782778,-0.28408333,1.84,0,17,2.7,S,100,28,41.8,E,02179056-000SU/2620192024,3-Nov-19,2.07E+12,3-Nov-26,032171_BASO_TAROK_3G,0,16,22.4,S,100,29,25.7,E
2.02E+12,2,TELEKOMUNIKASI INDONESIA TBK,7836.65,8147.97,29650,ERICSSON ML-8TN,LBB086_BUKITBULATBASO,KOMP. TELKOM BUKIT BULEK BASO JORONG 100 JANJANG KEC.IV ANGKAT AGAM,100.485638,-0.330861,12.28,0,19,51.0996,S,100,29,8.2968,E,01942949-000SU/2620172022,24-Jun-19,2.02E+12,30-May-26,BKT175_KAMPUNG CINA,0,18,8.604,S,100,22,44.04,E
2.13E+12,2,"INDOSAT TBK, PT.",7170,7331,28000,7G_XMC2_256Q_28M_183M,030155_PAUH JORONG KUBANG PIPIT - NAGARI KOTO TINGGI,"Jl. Pauh Jorong Kubang Pipit, Kel. Nagari Koto Tinggi, Kec. Baso, Kab. Agam",100.4883333,-0.32508333,22.38,0,19,30.3,S,100,29,18,E,02249072-000SU/2620202025,27-Feb-20,2.13E+12,27-Feb-26,030152_TANJUNG HARAPAN - PAYO KASUNG,0,12,47.3,S,100,39,21.1,E
2.35E+12,1,"XLSMART TELECOM SEJAHTERA, PT.",11525,10995,40000,CERAGON - FIBERAIR 1P-20C (11 GHZ),SSG_0643-NPDG_0030-R. Baso Payakumbuh,Jl. Bukit Bulat Kel. Jorong Seratus Janjang Nagari Canduang Koto Laweh Canduang,100.4858,-0.3325,6.94,0,19,57,S,100,29,8.88,E,02439148-000SU/2620212026,6-Apr-21,2.35E+12,6-Apr-26,SB00078-NPDG_0115-Padang Tarok,0,16,13.42599996,S,100,29,40.71400008,E
2.35E+12,2,"XLSMART TELECOM SEJAHTERA, PT.",10995,11525,40000,CERAGON - FIBERAIR 1P-20C (11 GHZ),SB00078-NPDG_0115-Padang Tarok,"Padang Tarok, Kec. Baso, Kabupaten Agam, Sumatera Barat 26192 BASO",100.4946428,-0.27039611,6.94,0,16,13.42599996,S,100,29,40.71400008,E,02439149-000SU/2620212026,6-Apr-21,2.35E+12,6-Apr-26,SSG_0643-NPDG_0030-R. Baso Payakumbuh,0,19,57,S,100,29,8.88,E
2.88E+12,2,"INDOSAT TBK, PT.",7836.65,8147.97,29650,Huawei RTN XMC 8G-3 8 GHz,03LBU0101_TABEK_PANJANG_MT,"Tabek Panjang, Baso, Agam Regency, West Sumatra",100.45565,-0.26978889,8.416,0,16,11.24,S,100,27,20.34,E,02733902-000SU/2620232028,4-Jul-23,2.88E+12,26-Jul-26,03BSR0017_ROADTO_PAYAKUMBUH_EP,0,19,37.03,S,100,30,20.04,E
3.00E+12,2,"XLSMART TELECOM SEJAHTERA, PT.",23534,,112000,NEC iPasolink VR4 Radio Frekuensi,3356 Baso,"Bungo Koto Tuo, Agam, Sumatera Barat, Sumatera, 26192, Indonesia",100.4638125,-0.2854375,1.957,0,17,7.575,S,100,27,49.725,E,02860117-000SU/2620242029,9-Jan-25,3.00E+12,12-May-26,3256184G9 Tabek Panjang Agam Atas,0,16,11.325,S,100,27,20.025,E
2.03E+12,2,"XLSMART TELECOM SEJAHTERA, PT.",23107,22099,14000,IPASOLINK400_23GHZ,3356 Baso,"Bungo Koto Tuo, Agam, Sumatera Barat, Sumatera, 26192, Indonesia",100.4638125,-0.2854375,1.957,0,17,7.575,S,100,27,49.725,E,02904427-000SU/2620242025,9-Aug-24,2.03E+12,16-Aug-26,3256184G9 TABEK PANJANG AGAM ATAS,0,16,11.325,S,100,27,20.025,E
2.01E+12,2,"XLSMART TELECOM SEJAHTERA, PT.",11075,11605,40000,NEC iPASOLINK 400A Radio Microwave,4253356E BASO,"Bungo Koto Tuo, Agam, Sumatera Barat, Sumatera, 26192, Indonesia",100.4638125,-0.2854375,3.552,0,17,7.575,S,100,27,49.725,E,02876899-000SU/2620242025,28-Jun-24,2.01E+12,2-Jul-26,4253841E KOTO TINGGI AGAM,0,18,56.475,S,100,28,28.425,E
2.99E+12,2,"XLSMART TELECOM SEJAHTERA, PT.",23324,,56000,IPASOLINK400_23GHZ,3356 Baso,"Bungo Koto Tuo, Agam, Sumatera Barat, Sumatera, 26192, Indonesia",100.4638125,-0.2854375,2.054,0,17,7.575,S,100,27,49.725,E,02852004-000SU/2620242025,22-Aug-25,2.99E+12,16-Apr-26,3256174G9 Ampang Gadang Agam,0,17,17.475,S,100,26,44.025,E
2.10E+12,1,"XLSMART TELECOM SEJAHTERA, PT.",22022,,28000,IPASOLINK400_23GHZ,3356 Baso,"Bungo Koto Tuo, Agam, Sumatera Barat, Sumatera, 26192, Indonesia",100.4638125,-0.2854375,1.483,0,17,7.575,S,100,27,49.725,E,02987286-000SU/2620252026,11-Jul-25,2.10E+12,23-Jul-26,3256176G9 Tabek Panjang Agam Bawah,0,17,2.625,S,100,28,37.425,E
2.08E+12,2,"XLSMART TELECOM SEJAHTERA, PT.",22106,,28000,NEC iPasolink VR4 Radio Frekuensi,3356 Baso,"Bungo Koto Tuo, Agam, Sumatera Barat, Sumatera, 26192, Indonesia",100.4638125,-0.2854375,1.608,0,17,7.575,S,100,27,49.725,E,02950575-000SU/2620252026,12-Sep-25,2.08E+12,9-Feb-27,3256176G9 Tabek Panjang Agam Bawah,0,17,2.625,S,100,28,41.475,E
2.11E+12,2,"XLSMART TELECOM SEJAHTERA, PT.",22260,,56000,NEC iPasolink VR2 Radio Frekuensi,225ED14 225ED14 Rep. Situjuh Bandar Dalam,"Koto Tinggi, Agam, Sumatera Barat, Sumatera, 26192, Indonesia",100.4859375,-0.3325625,2.246,0,19,57.225,S,100,29,9.375,E,03009772-000SU/2620252026,16-Sep-25,2.11E+12,8-Sep-26,2229202 2229202 TJ ALAM BARU,0,19,36.975,S,100,30,19.125,E
2.10E+12,2,"XLSMART TELECOM SEJAHTERA, PT.",22358,,28000,FIBEAIR IP-20C (23GHZ),NPDG 0002 SSG 0604-NPDG 0002-Baso,"Bungo Koto Tuo, Agam, Sumatera Barat, Sumatera, 26192, Indonesia",100.4638125,-0.2854375,1.957,0,17,7.575,S,100,27,49.725,E,03002390-000SU/2620252026,29-Jul-25,2.10E+12,17-Feb-26,NPDG 0446 SMB M 00155-NPDG 0446-SUNGAI JANIAH DCS,0,16,11.325,S,100,27,20.025,E
2.03E+12,2,"XLSMART TELECOM SEJAHTERA, PT.",10755,11285,40000,NEC iPasolink 400 Radio Frekuensi,425ED14E21 425ED14E21 LTE Rep.SitujuhBandarDalam,"Koto Tinggi, Agam, Sumatera Barat, Sumatera, 26192, Indonesia",100.4859375,-0.3325625,6.494,0,19,57.225,S,100,29,9.375,E,02897278-000SU/2620242025,27-Sep-24,2.03E+12,10-Aug-26,4259726E ALAM TANJUNG BARU,0,17,50.775,S,100,31,57.675,E
2.02E+12,1,"XLSMART TELECOM SEJAHTERA, PT.",7762.525,,56000,IPASOLINK400_8GHZ,325ED14G9 REP. SITUJUH BANDAR DALAM,"Koto Tinggi, Agam, Sumatera Barat, Sumatera, 26192, Indonesia",100.4859375,-0.3325625,15.614,0,19,57.225,S,100,29,9.375,E,02885854-000SU/2620242025,22-Aug-25,2.02E+12,29-Jul-26,225A324 KOTO TANGAH AGAM,0,13,37.875,S,100,23,33.225,E
2.03E+12,2,"XLSMART TELECOM SEJAHTERA, PT.",22036,,56000,IPASOLINK200_23GHZ,425CC13E9 425CC13E LTE BASO TAROK,"Baso, Kec. Baso, Kab. Agam, Sumatera Barat",100.4904375,-0.2729375,1.654,0,16,22.575,S,100,29,25.575,E,02899483-000SU/2620242025,26-Aug-25,2.03E+12,11-Aug-26,4259707E BASO SIMARASOK,0,15,40.725,S,100,29,58.875,E
27846062018,2,"INDOSAT TBK, PT.",14781,15271,28000,15G_XMC2_128Q_28M_157M,030195_Baso,"Jl. Raya Bukit tinggi - payakumbuh,,Baso Jorong Baso nagari Tabek panjang, Kec. baso kab. Agam - Sumbar,Padang,Sumatra Barat",100.4636639,-0.28544444,3.37,0,17,7.6,S,100,27,49.19,E,02040311-000SU/2620182023,6-Jun-18,27846062018,7-Jun-26,030061_SD Impres - Parak Tanjung,0,17,24.47,S,100,26,1.43,E
2.84E+12,2,"INDOSAT TBK, PT.",11155,11685,40000,Huawei RTN XMC 11G-2H 11 GHz,03LBU0091_BASO_PL,"DUSUN AIR TABIK DESA BASO NAGARI TABIK PANJANG, KE",100.4679778,-0.28668611,2.816,0,17,12.07,S,100,28,4.72,E,02689883-000SU/2620232028,11-Jul-23,2.84E+12,16-Apr-26,03LBU0103_CANDUNG_LAWEH_CM,0,18,42.95,S,100,28,16.68,E
2.35E+12,1,"XLSMART TELECOM SEJAHTERA, PT.",11365,10835,40000,CERAGON - FIBERAIR 1P-20C (11 GHZ),SSG_0643-NPDG_0030-R. Baso Payakumbuh,Jl. Bukit Bulat Kel. Jorong Seratus Janjang Nagari Canduang Koto Laweh Canduang,100.4858,-0.3325,6.94,0,19,57,S,100,29,8.88,E,02439226-000SU/2620212026,6-Apr-21,2.35E+12,6-Apr-26,SB00078-NPDG_0115-Padang Tarok,0,16,13.42599996,S,100,29,40.71400008,E
2.33E+12,1,"XLSMART TELECOM SEJAHTERA, PT.",11245,10715,40000,CERAGON - FIBERAIR 1P-20C (11 GHZ),SSG_0643-NPDG_0030-R. Baso Payakumbuh,Jl. Bukit Bulat Kel. Jorong Seratus Janjang Nagari Canduang Koto Laweh Canduang,100.4858306,-0.3325,6.94,0,19,57,S,100,29,8.99,E,02427582-000SU/2620212026,1-Mar-21,2.33E+12,1-Mar-26,SB00078-NPDG_0115-Padang Tarok,0,16,13.45,S,100,29,40.73,E
2.33E+12,2,"XLSMART TELECOM SEJAHTERA, PT.",10715,11245,40000,CERAGON - FIBERAIR 1P-20C (11 GHZ),SB00078-NPDG_0115-Padang Tarok,"Padang Tarok, Kec. Baso, Kabupaten Agam, Sumatera Barat 26192 BASO",100.4946472,-0.27040278,6.94,0,16,13.45,S,100,29,40.73,E,02427583-000SU/2620212026,1-Mar-21,2.33E+12,1-Mar-26,SSG_0643-NPDG_0030-R. Baso Payakumbuh,0,19,57,S,100,29,8.99,E
2.10E+12,2,"XLSMART TELECOM SEJAHTERA, PT.",14837,,28000,ZXMW NR8961 15G,225A970 KAMANG MAGEK,"Agam, Sumatera Barat, Sumatera, 26192, Indonesia",100.4466875,-0.2546875,2.579,0,15,16.875,S,100,26,48.075,E,02988788-000SU/2620252026,12-Aug-25,2.10E+12,30-Jul-26,3256177G9 MAGEK AGAM,0,14,5.325,S,100,26,4.425,E
2.03E+12,2,TELEKOMUNIKASI INDONESIA TBK,15075,14585,28000,MINI-LINK CN 210/CN510-15 GHZ,LBB086_BUKITBULATBASO,KOMP. TELKOM BUKIT BULEK BASO JORONG 100 JANJANG KEC.IV ANGKAT AGAM,100.4860056,-0.33122222,2.15,0,19,52.3999992,S,100,29,9.62016,E,01979430-000SU/2620172022,26-Jul-19,2.03E+12,23-Nov-26,LBB198_KOTO TINGGI,0,18,56.34,S,100,28,28.56,E
2.07E+12,2,"INDOSAT TBK, PT.",23058,22050,28000,UBT T,032171_BASO_TAROK_3G,"Jl. Jorong Sungai Tarik,Desa/Negari Koto Tinggi,Kec.Baso Tarok,Kab.Agam, Sumatera Barat",100.4904722,-0.27288889,1.84,0,16,22.4,S,100,29,25.7,E,02179057-000SU/2620192024,3-Nov-19,2.07E+12,3-Nov-26,032155_CS032155,0,17,2.7,S,100,28,41.8,E
2.03E+12,1,"XLSMART TELECOM SEJAHTERA, PT.",23044,,56000,IPASOLINK200_23GHZ,4259707E BASO SIMARASOK,"Simarasok, Kec. Baso, Kab. Agam, Sumatera Barat",100.4996875,-0.2613125,1.654,0,15,40.725,S,100,29,58.875,E,02899482-000SU/2620242025,26-Aug-25,2.03E+12,11-Aug-26,425CC13E9 425CC13E LTE BASO TAROK,0,16,22.575,S,100,29,25.575,E
3.00E+12,1,"XLSMART TELECOM SEJAHTERA, PT.",22526,,112000,NEC iPasolink VR4 Radio Frekuensi,3256184G9 Tabek Panjang Agam Atas,"Baso - Sungai Janiah, Bungo Koto Tuo, Agam, Sumatera Barat, Sumatera, 26192, Indonesia",100.4555625,-0.2698125,1.957,0,16,11.325,S,100,27,20.025,E,02860116-000SU/2620242029,9-Jan-25,3.00E+12,12-May-26,3356 Baso,0,17,7.575,S,100,27,49.725,E
2.10E+12,1,"XLSMART TELECOM SEJAHTERA, PT.",23366,,28000,FIBEAIR IP-20C (23GHZ),NPDG 0446 SMB M 00155-NPDG 0446-SUNGAI JANIAH DCS,"Baso - Sungai Janiah, Bungo Koto Tuo, Agam, Sumatera Barat, Sumatera, 26192, Indonesia",100.4555625,-0.2698125,1.957,0,16,11.325,S,100,27,20.025,E,03002389-000SU/2620252026,29-Jul-25,2.10E+12,17-Feb-26,NPDG 0002 SSG 0604-NPDG 0002-Baso,0,17,7.575,S,100,27,49.725,E
